sentence,label
"The Special Court can, for this purpose, examine whether there is any fraud, collusion or miscarriage of justice in assessment proceedings",Precedent
"The assessee who is before the Special Court, is a person liable to be charged with an offence relating to transactions in securities",Precedent
"He may not, in these circumstances, explain transactions before the Income Tax authorities, in case his position is prejudicially affected in defending criminal charges",Precedent
"Then, on account of his property being attached, he may not be in a position to deposit the tax assessed or file appeals or further proceedings under the relevant tax law which he could have otherwise done",Precedent
"Where the assessment is based on proper material and pertains to the ""statutory period"", the Special Court may not reduce the tax claimed and pay it out in full",Precedent
"But if the assessment is a ""best judgment"" assessment, the Special Court may examine whether, for example, the income which is so assessed to tax bears comparison to the amounts attached by the Custodian, or whether the taxes so assessed are grossly disproportionate to the properties of the assessee in the hands of the Custodian, applying the Wednesbury Principle of Proportionality",Precedent
"The Special Court may in these cases, scale down the tax liability to be paid out of the funds in the hands of the Custodian",Precedent
"In regard to Question No. 5, this Court agreed with the finding of the Special Court that neither penalty nor interest can be considered as tax under S. 11(2)(a) of the Act",Precedent
"So far Question No. 6 is concerned, it was held that the remedy of a notified person who is assessed to penalty or interest, after the notified period, would be entitled to move the appropriate authority under the taxing statute stating: ""If it is open to him under the relevant taxing statute to contend that he was unable to pay his taxes on account of the attachment of all his properties under the Special Court Act, and that there is a valid reason why penalty or interest should not be imposed upon him after the date of notification, the authorities concerned under the taxing statute can take notice of these circumstances in accordance with law for the purpose of deciding whether penalty or interest can be imposed on the notified person",Precedent
The Special Court is required to consider this question only from the point of view of distributing any part of the surplus assets in the hands of the Custodian after the discharge of liabilities u/ss,Precedent
11(2)(a) and 11(2)(b,Precedent
The Special Court has full discretion under S. 11(2)(c) to decide whether such claim for penalty or interest should be paid out of any surplus funds in the hands of the Custodian,Precedent
"We must, however, notice that reliance was sought to be placed on the said judgment wherein reference was made to a Bombay High Court judgment in Hitesh Shantilal Mehta v. Union of India",Precedent
"1992) 3 Bom CR 716] 1992 Indlaw MUM 6066 wherein it was held: ""If the person ... approaches the Special Court and makes out, for example, a case that the property which is attached has no nexus of any sort with the illegal dealings in securities belonging to banks and financial institutions during the relevant period and/or that there are no claims or liabilities which have to be satisfied by attachment and sale of such property, in our view, the Special Court would have the power to direct the Custodian to release such property from attachment",Precedent
"But, the said observation was held to be not laying down a law by a 3-Judge Bench of this Court in L.S. Synthetics Ltd. v. Fairgrowth Financial Services Ltd. and Another [(2004) 11 SCC 456] 2004 Indlaw SC 715 holding: ""(i",Precedent
A notified party has the requisite locus to bring the fact to the notice of the Special Court that certain sum is owing and due to him from a third party whereupon a proceeding can be initiated for recovery thereof by the Custodian and consequent application thereof in discharge of the liability of the notified person,Precedent
ii) Sub-s,Precedent
"3) of S. 3 should be literally construed and so construed, all properties belonging to the notified person shall be subject to attachment which may, consequently, be applied for discharge of his liabilities in terms of S. 11 of the said Act",Precedent
"The provisions of the Limitation Act, 1963 have no application in relation to the proceedings under the said Act",Precedent
The ratio of the said decision as regard applicability of the Limitation Act was further considered by a Division bench of this Court in Fairgrowth Investments Ltd,Precedent
v. Custodian [(2004) 11 SCC 472] 2004 Indlaw SC 868 wherein it was held that S. 5 of the Limitation Act will have no application in relation to an application falling under Sub-s,Precedent
"2) of S. 4 of the Act stating: ""It is enough for the purpose of this appeal to hold that S. 29(2) of the Limitation Act, 1963 does not apply to proceedings under S. 4(2) of the Special Court (Trial of Offences Relating to Transactions in Securities) Act, 1992",Precedent
"Since the appellant's petition of objection had been filed much beyond the period prescribed under that section, the Special Court was right in rejecting the petition in limine",Precedent
The appeal is accordingly dismissed but without any order as to costs,Precedent
The Appellants herein are notified persons in terms of the provisions of the Act,Ratio of the decision
"Therefore, all the properties belonging to them stand attached",Ratio of the decision
"Such attachment being automatic, no finding was required to be arrived at that the same had been acquired either during the notified period or the Appellants were involved in offences in transactions in securities",Ratio of the decision
"In Tejkumar Balakrishna Ruia v. A.K. Menon and Another [(1997) 9 SCC 123] 1996 Indlaw SC 2403, this Court held: ""In our view, the terms of sub-s",Precedent
3) of S. 3 are clear,Precedent
"By reason thereof, the property that belongs to a notified person stands attached simultaneously with the issue of the notification that makes him a notified party",Precedent
"The words ""on and from the date of notification"" indicate the point of time at which the attachment takes effect; this is reiterated by the words ""shall stand attached simultaneously with the issue of the notification",Precedent
This also indicates that no separate notification or order in regard to the attachment is necessary,Precedent
"Neither the words ""on and from the date of notification"" nor the word 'property' lead to the conclusion that what is attached is not only that property which the notified person owned or was possessed of on the date of the notification but also all such property as he might acquire at any time thereafter",Precedent
"The intention to attach property which did not belong to the notified person on the date of the notification but which he might acquire later would, had it been there, have been clearly expressed and sub-s",Precedent
3) would have stated that such property would stand attached the moment it was acquired by the notified person,Precedent
The Act would also have made provision for a subsistence allowance or the like for the notified person,Precedent
"It seems to us that to give to S. 3(3) the wide meaning that has been ascribed to it in the judgment and order under appeal would render it perilously close to being held unconstitutional, for it would deprive the notified person, so long as he remained a notified person, from earning a livelihood",Precedent
"Even to say that such interpretation would reduce a notified person to beggary would not be accurate  because the alms that he received, being his property, would stand attached",Precedent
"The apprehension expressed by the Special Court does not appear to be well founded: if what a notified person obtains by way of purported income or gift or inheritance is really his own money, such money would, upon establishment of the fact, stand attached automatically under the provisions of S. 3(3",Precedent
"In any event, it is for Parliament to enact a law that meets all contingencies",Precedent
The courts must interpret the law as it reads,Precedent
"While a purposive interpretation is permissible where two interpretations are possible, the purposive interpretation must be such as preserves the constitutionality of the provision",Precedent
"It has further been held that the property, be shares, dividends and bonus and rights shares, would also be attached property",Precedent
ISSUES,Ratio of the decision
i)Whether the Appellants being not involved in offences in transactions in securities could have been proceeded against in terms of the provisions of the Act,Ratio of the decision
ii)Whether individual liabilities of the Appellants ought to have been separately considered by the Special Court as not a part of Harshad Mehta Group,Ratio of the decision
iii)Whether the tax liabilities could not have been held to be due as the order of assessments did not become final and binding,Ratio of the decision
iv)Whether the commercial properties could have been sold in auction,Ratio of the decision
v)Whether the residential properties should have been released from attachment,Ratio of the decision
"Before adverting to the questions raised herein, we may notice that both the parties have raised several contentions before us which have not precisely been raised before the learned Special Judge",Ratio of the decision
Several subsequent events have also been brought to our notice,Ratio of the decision
The parties have also filed several charts before us showing individual assets and liabilities,Ratio of the decision
"It has, as noticed hereinbefore, further been contended that various best judgment assessment passed by the Assessing Authority against some of the Appellants have been set aside in appeal and the matters are pending reassessment before the Assessing Authority",Ratio of the decision
"The Appellants' case is that the individual and corporate Appellants other than Harshad Mehta, Ashwin Mehta and Sudhir Mehta filed applications, within the prescribed period, before the Special Court praying for their de-notifications",Facts
"However, by an order dated 14.July.2000, the said applications were permitted to be withdrawn with a permission to re-file the same",Facts
It is not in dispute that the said applications are pending for consideration before the Special Court,Ratio of the decision
They have not been heard,Ratio of the decision
"What would be the effect of the jurisdictional question as regard maintainability of the said application, being barred by limitation, would indisputably fall for consideration before the Special Court",Ratio of the decision
"We, therefore, as at present advised, refrain ourselves from adverting to the said question",Ratio of the decision
"The question, however, before us is as to whether any contention which may not have a direct bearing with the question as to whether the Special Court could entertain their applications for de-notifications could be raised by way of defence",Ratio of the decision
It is no doubt true that the law of limitation bars a remedy but not a right,Ratio of the decision
"See Bombay Dyeing & Manufacturing Co. Ltd. v. The State of Bombay and others, AIR 1958 SC 338, Savitra Khandu Beradi v. Nagar Agricultural Sale and Purchase Co-operative Society Ltd. Ahmednagar and others",Ratio of the decision
AIR 1957 Bom 178] 1957 Indlaw MUM 110 and Hari Raj Singh v. Sanchalak Panchayat,Ratio of the decision
Raj U.P. Govt,Ratio of the decision
Lucknow and others,Ratio of the decision
"AIR 1968 All 246], 1967 Indlaw ALL 16 but as observed hereinbefore",Ratio of the decision
"it would not be proper for us to consider as to whether such a remedy being not available, in terms of S. 4(2) of the Act can still be determined if raised by way of defence",Ratio of the decision
In L.S. Synthetics Ltd,Precedent
"2004 Indlaw SC 715 (supra), this Court observed: ""A statute of limitation bars a remedy and not a right",Precedent
"Although a remedy is barred, a defence can be raised",Precedent
"In construing a special statute providing for limitation, consideration of plea of hardship is irrelevant",Precedent
A special statute providing for special or no period of limitation must receive a liberal and broader construction and not a rigid or a narrow one,Precedent
The intent and purport of Parliament enacting the said Act furthermore must be given its full effect,Precedent
"We are, therefore, of the opinion that the provisions of the Limitation Act have no application, so far as directions required to be issued by the Special Court relating to the disposal of attached property, are concerned",Precedent
"Although, we do not intend to enter into the correctness or otherwise of the said contention of the Appellants at this stage, however, there cannot be any doubt whatsoever that they being notified persons, all their properties would be deemed to be automatically attached as a consequent thereto",Ratio of the decision
"For the said purpose, it is not necessary that they should be accused of commission of an offence as such",Ratio of the decision
"The contention of the Appellants to the effect that their properties should have been attached only towards the liabilities incurred by the parties in respect of the transactions made during the Statutory Period, cannot be accepted as all the Appellants being notified, the attachment of the assets would be automatic",Ratio of the decision
L.S. Synthetics Ltd. 2004 Indlaw SC 715 (supra,Ratio of the decision
"However, the contention of the Appellants that the properties held by them otherwise are sufficient to meet their liabilities was required to be gone into, as, in our considered opinion, there cannot be a any dispute that the Appellants have such a right",Ratio of the decision
A corporate veil indisputably can be lifted on several grounds,Ratio of the decision
LIFTING THE CORPORATE VEIL,Ratio of the decision
"The principle of lifting the corporate veil, however, ipso facto would not apply to the individuals",Ratio of the decision
"The Custodian in a case of this nature may, however, show that the transactions entered into apparently by Harshad Mehta were intimately connected with acquisition of properties in the name of others",Ratio of the decision
"A transaction of Benami indisputably can be a subject matter of a lies in terms of S. 4(1) of the Act as and when such a question is raised, the same may have to be dealt with by the Special Court appropriately",Ratio of the decision
"However, nexus between several persons in dealing with the matter may be established by the Custodian",Ratio of the decision
"The fact, however, remains that the copies of the documents, books of accounts and other records on the basis whereof the Auditors appointed by the Court filed their reports had not been shown to the Appellants herein, on the premise that they were in know of the things",Ratio of the decision
"As the said question has not been gone into by the learned Judge, Special Court, it is necessary that the same be considered and appropriately dealt with",Ratio of the decision
"The Appellants, however, raised the following contentions: (i) That the statement prepared by the Custodian and Exhibited as 'C' to his affidavit in rejoinder dated 1.October.2003 was based on material, at least, all of which were not connected to the Appellants as were pointed out before the Court",Argument
"The learned Special Judge has accepted the figures stated by the Custodian at face value without probing the basis on which the statement was prepared, even though the Appellants in their sur-rejoinder asserted that the figures in the statement were contrary to both the books of accounts drawn by them as also the Auditor's report",Argument
"In Para 14 of the sur-rejoinder, the Appellants denied the asset and liability position as arrived at by the Custodian",Argument
"According to the Appellants, the Custodian has under-estimated the assets and exaggerated and overstated their liabilities",Argument
A triable issue had been raised and the Custodian's petition should have been converted into a suit,Argument
This was not done,Argument
"In fact, according to the Appellants, there are gross errors in the material relied upon by the Custodian",Argument
The said contention must be properly adjudged,Argument
Several charts have been filed before us by the Appellants to show: (i) liabilities have been exaggerated by the Custodian,Argument
No credit for Rs,Argument
1227 crores released to revenue on interest are given by the Custodian,Argument
ii) liabilities have been shown in relation to unperformed contracts,Argument
Credits not given for relief obtained from Income Tax,Argument
Subsequent to the filing of the present appeal in a large number of cases the revenue demands have been set aside,Argument
"It is open to the Appellants, herein to show that even if they continued to be notified, the Custodian was not right in clubbing all the individual members of the family as a single entity styled as Harshad Mehta Group",Ratio of the decision
It is interesting to note that the properties belonging to the mother of Harshad Mehta has since been released from attachment,Ratio of the decision
"The learned Special Court, despite, such a contention having been raised by the Appellants in their affidavit in reply did not advert thereto",Ratio of the decision
"It is furthermore not in dispute that pursuant to or in furtherance of the directions issued by the learned Special Court, the accounts of all entities, be it corporate or individual, were drawn up separately which approach had not been dis-approved by the Auditor appointed by the Special Court",Ratio of the decision
"Even in the rejoinder filed by the Custodian, e.g., paragraphs 14, 20, 21 and 22, before the Special Court, such contentions have been raised",Ratio of the decision
"A sur-rejoinder thereto was filed on 15.October.2003 and in paragraphs 1 to 6 thereof, the said statements were denied and disputed",Facts
Our attention has also been drawn to a letter dated 7.October.2003 addressed by all the Appellants to the Office of the Custodian wherein the attention of the Custodian was drawn to the fact that all the documents relied upon by him had not been permitted to be inspected and he was requested to forward a report prepared by the Chartered Accountants in respect of the individual addressors of the letters,Ratio of the decision
The said letter was replied by the Custodian by his letter dated 10.October.2003 wherein none of the queries contained in paragraphs 3 to 8 of the said letter was even attempted to be answered,Ratio of the decision
"The Appellants, herein contended that the Custodian did not furnish the requisite particulars thereof and inspection was refused on the grounds stated therein",Argument
"The learned Special Court, in the impugned order, stated: (i",Ruling by Lower Court
"the grand total of the admitted liability, thus, comes to Rs",Ruling by Lower Court
"7,279,127,317.15",Ruling by Lower Court
"the amount of priority demand of Income Tax liabilities comes to Rs. 18,297,576,248",Ruling by Lower Court
the estimated value of the immovable properties of this group is Rs,Ruling by Lower Court
"184,030,038",Ruling by Lower Court
"Thus, the total value of the assets as per the affidavit filed on behalf of the Custodian of Harshad Mehta Group is Rs",Ruling by Lower Court
"9,727,332,166.94",Ruling by Lower Court
v,Ruling by Lower Court
"Thus, taking into consideration the total of the decretal amount and the income-tax liability, it is clear that the total assets of Harshad Mehta group would be far below the liabilities",Ruling by Lower Court
"In arriving at the said finding, no contention of the parties raised in their respective affidavits had been adverted to nor any material filed before it was analysed",Ratio of the decision
"In our opinion, the learned Judge, Special Court should have analysed the respective contentions of the parties in greater details and in particular in regard to assets and liabilities of the separate entities and having regard to the contentions raised by them that they are not part of the Harshad Mehta Group and their individual liabilities can be met from the assets held and possessed by them separately",Ratio of the decision
"The statement annexed to the affidavit of the Custodian showed individual break-up and in that view of the matter the net asset picture of each individual of the Appellants herein on individual basis and the effect thereof, in our opinion, should have received serious consideration at the hands of the learned Special Court",Ratio of the decision
The Custodian in terms of the directions issued by the learned Special Court had affirmed an affidavit putting on record the assets and liabilities of each of the members of the so-called Harshad Mehta Group on an individual basis,Ratio of the decision
"Allegedly, therein it was shown that the individuals had received large loans, advances, credits from the Harshad Mehta Group and there had been intermingling of the assets to the tune of crores of rupees",Ratio of the decision
"Before us, Mr. Desai had filed a chart for showing the same",Ratio of the decision
"The said chart, however, shows that at least Mrs. Deepika Mehta held assets more than her liabilities",Argument
"Mr. Desai contended that if interest is calculated, liabilities would be more than assets",Argument
"But, the said chart has been drawn up on the basis of the audited accounts, the correctness whereof is itself in dispute",Argument
"Before us a chart has been produced by the Appellants herein as regards Mrs. Deepika Mehta to show her liabilities payable as on 8th June, 1992 which are as under: ""Chart showing comparison of payables as on 8th June, 1992",Ratio of the decision
"We, therefore, have not been given a clear picture as to the correctness or otherwise of the affidavit filed by the Custodian vis-a-vis the Books of Accounts which have been maintained by the Appellants themselves as well as the Auditor's Report",Ratio of the decision
"The learned Judge merely accepted the figures mentioned in the affidavit of the Custodian and relied thereupon in the judgment without discussing the contentions and arguments raised on behalf of the Appellants, herein",Ratio of the decision
"We, therefore, are of the opinion, in the interest of justice, that it is necessary to give another opportunity of hearing to the Appellants",Ratio of the decision
It is true that horrendous figures as regard the liabilities of Harshad Mehta have been projected before us but the same had been shown to be of the entire Group,Ratio of the decision
"If the liabilities of the individual entities are not treated as that of the group, for one reason or the other, indisputably, liability of those who have nothing to do with the dealings of Harshad Mehta either in their individual capacities or as Directors of some company or otherwise must be dealt with separately",Ratio of the decision
The contention raised on behalf of the Appellants is that the Harshad Mehta should be considered to be sui generis and the Custodian may realize his dues from his personal assets as also of those with which he was concerned together with the assets of his front companies but such liability should not be fastened upon others who had nothing to do therewith,Argument
"As regards liabilities of Harshad Mehta, the Appellants contended that since his expiry in the year 2001 his legal interests are not being defended both in the court as well as before the revenue, as a result, liabilities have been foisted upon him a large part which is on account of interest and penalties",Argument
His death has also forced upon him bankruptcy,Argument
"On the other hand, the contention of the Custodian is that the Appellants had not only taken huge loans or advances from Harshad Mehta in one capacity or the other but also even transactions and shares were made by Harshad Mehta on their behalf",Argument
Further contention of the Custodian is that even Dr. Hitesh Mehta and Dr. Pratima Mehta have admitted that they had no knowledge about the transactions,Argument
"This may be so, but then the effect of the rival contentions was required to be gone into by the learned Special Court",Ratio of the decision
A finding of fact arrived at upon discussing and analyzing the respective contentions could have gone a long way in assisting this Court in arriving at a correct conclusion,Ratio of the decision
"The learned Judge proceeded on the basis that the assets and liabilities, joint and collective, of all those who are related with Harshad Mehta as also the corporate entities in which he was a Director or had some other interest must be considered as a group",Ratio of the decision
"Even in this behalf, it was necessary for the Special Judge to assign sufficient and cogent reasons",Ratio of the decision
A question may further arise as to whether the learned Judge was correct in considering the individual liabilities of the notified parties as the liabilities of the group,Ratio of the decision
"If those individuals, who had no connection with Harshad Mehta could not have been proceeded against for meeting the liabilities of Harshad Mehta jointly or severally, a clear finding was required to be arrived at",Ratio of the decision
"Only because there had been large intermingling and flow of funds from Harshad Mehta and inter se within the group, the same by itself may not justify the conclusion that all of their assets were required to be sold irrespective of their individual involvement",Ratio of the decision
"It was, thus, necessary for the learned Special Court to arrive at a firm conclusion as regard the involvement of the individuals with Harshad Mehta, if any, and the extent of his liability as such",Ratio of the decision
"Furthermore, the question as regard liability of the parties should have been determined at the stage of Section 9-A of the Act",Ratio of the decision
The Appellants have contended that the Custodian had taken contradictory or inconsistent stand inasmuch as the liabilities of all the entities were treated to be joint liabilities of Harshad Mehta group,Argument
He furthermore wanted to treat the liabilities of the notified entities also as their separate liabilities,Argument
"He has proceeded on the basis that even if the assets and liabilities of all individuals is taken on an individual basis, the liabilities would exceed assets in the case of each individual and corporate entity",Argument
"It had, however, never been the case of the Custodian that the examination of claims of all the notified parties is complete",Ratio of the decision
It does not appear that claims inter se between the entities within the so-called group had ever been taken into consideration,Ratio of the decision
The Custodian does not appear to have preferred claims before the Special Court on behalf of the largest lender on the so-called group against those he had to recover loans,Ratio of the decision
Such claims may also be preferred,Ratio of the decision
"The Act confers wide power upon the Custodian and the learned Special Court and in that view of the matter, having regard to the principles of natural justice, the judgment and order of the learned Judge, Special Court should have furthermore been supported by sufficient and cogent reasons",Ratio of the decision
TAX LIABILITY,Ratio of the decision
It is not in dispute that the tax liabilities of the Appellants individually were assessed on the basis of Best Judgment assessment,Ratio of the decision
"It is, furthermore not in dispute that in a large number of cases the appellate authorities have set aside Best Judgment assessments",Ratio of the decision
"The contention of the Appellant to the effect that the income tax dues should have been considered at the point of time when they become recoverable cannot be accepted having regard to the 3-Judge Bench decision of this Court in B.C. Dalal 2005 Indlaw SC 1826 (supra) wherein this Court categorically held that in absence of any order of stay granted by the higher court, the liabilities would remain",Ratio of the decision
We may further notice that the learned Special Court relied upon a decision in Custodian v. Union of India and Ors,Ratio of the decision
Misc,Ratio of the decision
"Petition No. 64 of 1998, disposed of on 17th August, 2000] wherein allegedly a dichotomy between sale and distribution was sought to be resolved in terms of the decision of this Court in Harshad Shantilal Mehta",Ratio of the decision
"Indlaw SC 732 (supra), the appeal where against being Civil Appeal No. 5812 of 2000 was dismissed by this Court by an order dated 4.December.2000 stating that it was in agreement with the decision of the Special Court which called for no interference",Ratio of the decision
"This Court, therefore, has laid down a law that mere filing of an appeal is not sufficient, particularly, when there is no order of stay on recovery has been granted and the demand is outstanding",Ratio of the decision
"In Kedarnath Jute Mfg. Co. Ltd. 1971 Indlaw SC 841 (supra) this Court has held: ""Although that liability cannot be enforced till the quantification is effected by assessment proceedings, the liability for payment of tax is independent of the assessment",Precedent
"It is significant that in the present case, the liability had even been quantified and a demand had been created in the sum of Rs 1,49,776 by means of the notice, dated November 21, 1957, during the pendency of the assessment proceedings before the Income Tax Officer and before the finalisation of the assessment",Precedent
It is not possible to comprehend how the liability would cease to be one because the assessee had taken proceedings before higher authorities for getting it reduced or wiped out so long as the contention of the assessee did not prevail with regard to the quantum of liability etc,Precedent
"But, in this case, the orders of assessment have been set aside",Ratio of the decision
If the orders of assessment have been set aside the liabilities of the Appellants have to be worked out on the basis of the new orders of assessment,Ratio of the decision
"So long, such orders of assessment are not passed by the competent assessing authorities, it cannot be said that the Appellants are liable to pay a huge amount by way of income tax dues on the basis of such orders of assessment which have since been set aside",Ratio of the decision
"A chart has been annexed to the additional written submissions filed by Mr. Desai, which originated from a letter dated 9th December, 2005 issued by the Office of the Commissioner of Income Tax showing the current status of the liabilities of the individual members of the Harshad Mehta group in the following terms: ""(I",Ratio of the decision
Ashwin Mehta Rs,Ratio of the decision
"1396 crores, (II",Ratio of the decision
Deepika Mehta Rs,Ratio of the decision
120 crores (even after deducting the amount set aside by ITAT,Ratio of the decision
it exceeds Rs. 63 crores,Ratio of the decision
III,Ratio of the decision
Late Harshad Mehta Rs,Ratio of the decision
11829 crores,Ratio of the decision
IV) Jyoti Mehta Rs,Ratio of the decision
1457 crores,Ratio of the decision
V) Hitesh Mehta Rs,Ratio of the decision
73 crores (VI,Ratio of the decision
Pratima Mehta Rs,Ratio of the decision
115 crores (even after deducting the amount set aside by ITAT,Ratio of the decision
it exceeds Rs,Ratio of the decision
35 crores) (VII,Ratio of the decision
Sudhir Mehta Rs,Ratio of the decision
339 crores (VIII,Ratio of the decision
Aatur Holdings Rs,Ratio of the decision
15.95 crores (even after deducting the amount set aside by ITAT,Ratio of the decision
2.7 crores,Ratio of the decision
"The Custodian has further brought on records that if the transactions by or on behalf of corporate entity, viz., Aatur Holdings Pvt. Ltd. and Dr. Pratima Mehta by way of illustration are taken into consideration, the same would reveal their modus operandi to the effect that the moneys were diverted from banks and financial institutions by late Harshad Mehta which were in turn diverted to his family concerns and family members",Ratio of the decision
These moneys were used for speculative transactions and securities and the profits generated was used for acquiring assets,Ratio of the decision
"The learned Special Court, having not arrived at such a finding, this Court is not in a position to go into the correctness or otherwise thereabout",Ratio of the decision
"In any view of the matter, the learned Judge, Special Court having not dealt with the question as regard the mode and manner of disbursements of the amount so far as the tax liabilities of the Appellants are concerned elaborately, the same requires fresh determination in the light of the decision of this Court in Harshad Shantilal Mehta",Ratio of the decision
1998 Indlaw SC 732 (supra,Ratio of the decision
"In fact, the Appellants have brought on records various orders passed by Income Tax Appellate Authorities to show that the demands of the revenue have been set aside",Ratio of the decision
"Furthermore, the orders of the appellate authority have been passed during pendency of this appeal",Ratio of the decision
"This Court, it is trite, can take into consideration the subsequent events",Ratio of the decision
Such subsequent events could also be taken into consideration for the purpose of review,Ratio of the decision
In Board of Control for Cricket in India and Another v. Netaji Cricket Club and Others [(2005) 4 SCC 741] 2005 Indlaw SC 1243,Precedent
"this Court held: ""It is also not correct to contend that the Court while exercising its review jurisdiction in any situation whatsoever cannot take into consideration a subsequent event",Precedent
"In a case of this nature when the Court accepts its own mistake in understanding the nature and purport of the undertaking given by the learned Senior Counsel appearing on behalf of the Board and its correlation with as to what transpired in the AGM of the Board held on 29-9-2004, the subsequent event may be taken into consideration by the Court for the purpose of rectifying its own mistake",Precedent
"In view of the aforementioned pronouncement of law, we are of the opinion that it is absolutely necessary to request the learned Special Court to consider the matter afresh",Ratio of the decision
Sale of commercial properties has never been seriously contested by the Appellants,Ratio of the decision
"In fact one of the contentions raised on behalf of the Appellants had been that if commercial properties are sold, there would be no need to sale the residential properties",Argument
"This Court also in its order dated 5th May, 2004 clarified that the interim order dated 30th January, 2004 shall not be applicable as regard sale of commercial properties as even before this Court the same had not been questioned",Ratio of the decision
"It is, furthermore, not in dispute that third party rights have since been created by reason of sale of a large number of commercial properties",Ratio of the decision
"By an order dated 30th January, 2004, while admitting the appeals, this Court directed: ""The learned counsel for the Custodian brings on record the result of the bids and the order of the Special Court dated 17.December.2003 and 20.January.2004",Facts
The learned counsel for the Appellants proposes to offer his comments on the bids and the two orders of the Special Court,Facts
Let it be done within two weeks,Facts
The process of finalizing the bids according to law may be proceeded ahead by the Special Court,Facts
"However, the finalization shall be subject to the result of these appeals",Facts
"The said order, however, was modified and clarified by an order dated 5th May, 2004 that the same shall not apply to the sale of commercial properties in view of the order of the learned Judge, Special Court dated 17th October, 2003 wherein it was pointed out that the notified parties did not dispute the commercial properties being put to sale by the Custodian",Facts
"In that view of the matter, evidently, creation of any third party interest is no longer in dispute nor the same is subject to any order of this Court",Precedent
"In any event, ordinarily, a bona fide purchaser for value in an action sale is treated differently than a decree holder purchasing such properties",Precedent
"In the former event, even if such a decree is set aside, the interest of the bona fide purchaser in an auction sale is saved",Precedent
See Zain-ul-Abdin Khan v. Muhammad Asghar Ali Khan - 15 IA 12 1887 Indlaw PC 13,Precedent
The said decision has been affirmed by this Court in Gurjoginder Singh v. Jaswant Kaur,Precedent
Smt.) and Another [(1994) 2 SCC 368] 1994 Indlaw SC 1613,Precedent
In Janak Raj v. Gurdial Singh and Anr,Precedent
"1967 (2) SCR 77], 1966 Indlaw SC 120",Precedent
"this Court confirmed a sale in favour of the Appellant therein who was a stranger to the suit being the auction purchaser of the judgment-debtor's immovable property in execution of an ex parte money decree in terms of Order XXXI Rule 92, Civil Procedure Code",Precedent
"Despite the fact that ordinarily a sale can be set aside only under Rules 89, 90 and 91 of Order XXXI, it was opined that the court is bound to confirm the sale and direct the grant of a certificate vesting the title in the purchaser as from the date of sale when no application in term of Rule 92 was made or when such application was made and disallowed and in support thereof Zain-ul-Abdin Khan 1887 Indlaw PC 13 (supra) and various other decisions were referred to",Precedent
"In Padanathil Ruqmini Amma v. P.K. Abdulla [(1996) 7 SCC 668] 1996 Indlaw SC 3096, this Court making a distinction between decree-holder auction purchaser himself and a third party bona fide purchaser in an auction sale, observed : ""The ratio behind this distinction between a sale to a decree-holder and a sale to a stranger is that the court, as a matter of policy, will protect honest outsider purchasers at sales held in the execution of its decrees, although the sales may be subsequently set aside, when such purchasers are not parties to the suit",Precedent
"But for such protection, the properties which are sold in court auctions would not fetch a proper price and the decree-holder himself would suffer",Precedent
The same consideration does not apply when the decree-holder is himself the purchaser and the decree in his favour is set aside,Precedent
He is a party to the litigation and is very much aware of the vicissitudes of litigation and needs no protection,Precedent
"We, therefore, do not interfere with that part of the order whereby and wherewith the auction sale, as regard commercial properties, had been directed by the learned Judge, Special Court",Ratio of the decision
"The learned Judge, Special Court, may, therefore, proceed to pass an appropriate order as regard confirmation of the sale of such properties",Ratio of the decision
RESIDENTIAL PROPERTY,Ratio of the decision
"In these appeals, we are concerned with sale of eight residential flats in a building known as Madhuli",Ratio of the decision
The flat belonging to the mother of Late Harshad Mehta has been released,Ratio of the decision
"The flats, however, during pendency of these appeals have been sold in auction",Ratio of the decision
One of the flats being flat,Ratio of the decision
No. 202,Ratio of the decision
"Arunachal Bhawan, Barakhamba Road, is subject matter of a separate proceeding pending before this Court, viz., Civil Appeal",Ratio of the decision
No. 681 of 2004,Ratio of the decision
"In these appeals, we are not concerned with the said flat",Ratio of the decision
"Admittedly, the flats have been sold subject to the result of these appeals",Ratio of the decision
The flats have been sold on the basis of the joint liabilities of the Appellants together with Harshad Mehta and other companies as a group,Ratio of the decision
"The liabilities of the Appellants, in view of our findings aforementioned, are required to be considered afresh by the learned Judge, Special Court",Ratio of the decision
The purchasers have also filed applications for their impleadment in these appeals,Ratio of the decision
"We, however, have not heard the purchasers as the question as to whether the auction sale of the said flats will be confirmed or not will depend upon the ultimate finding of the learned Judge, Special Court upon consideration of the matter afresh in the light of the observations made hereinbefore",Ratio of the decision
"We, therefore, would direct that the confirmation of sale of those flats be considered and appropriate order thereupon may be passed by the learned Special Court while considering the matter afresh",Ratio of the decision
"In the light of the directions issued herein, it would be for the purchasers of the said flats to wait till a final decision is made or take back the amount deposited by them, subject to any other or further order (s) that may be passed by the learned Special Judge",Ratio of the decision
CONCLUSION,Ratio of the decision
"In view of our foregoing discussions, we are of the opinion that: (i",Ratio of the decision
The contention of the Appellants that they being not involved in offences in transactions in securities could not have been proceeded in terms of the provisions of the Act cannot be accepted in view of the fact that they have been notified in terms thereof,Ratio of the decision
The Appellants being notified persons all their personal properties stood automatically attached and any other income from such attached properties would also stand attached,Ratio of the decision
"The question as to whether the Appellants could have been considered to be part of Harshad Mehta Group by the learned Special Court need not be determined by us as, at present advised, in view of the fact that appropriate applications in this behalf are pending consideration before the learned Special Court",Ratio of the decision
